,city,country,name,street,tel_number,website,zip_code,
3537,Coral,United States of America,"KB Electronics, Inc.",12095 NW 39th Street,+1 954 3464900,http://www.kbelectronics.com,,
3538,Aars,Denmark,K.B.Hanssons Metalstoeberi ApS,Faelledvej 4,+45 98 666411,http://www.kb-hansson-metalstoeberi.dk,9600,
3539,Schwabach,Germany,KBR Kompensationsanlagenbau GmbH,Am Kiefernschlag 7,+49 9122 6373 0,http://www.kbr.de,91126,
3540,Seoul,"Korea, Republic of","KCC Co., Ltd.","Hansung B/D A-133Guro-Dong, 609-24Guru-gu,",+82 2 26374000,http://www.kccpr.co.kr,152-050,
3541,Geumsan-Gun,"Korea, Republic of","KCeraCell Co., Ltd.","Dabok-Ro, Boksu-Myon 465-9",+82 41 7538611,http://www.kceracell.com,32702,
3542,Bangalore,India,KDDL Ltd.,"408 11th Cross4th Main, 4th PhasePeenya Industrial Area",+91 172 2548223,http://www.kddl.com,,
3543,Spotswood,Australia,KDR Compressors Pty Ltd,Unit 19/2 Burleigh Street,+61 3 93910057,http://www.kdrcompressors.com.au,3015,
3544,6,Czech Republic,KDYNIUM a.s.,Nadrazni 104,+420 0379 715 111,http://www.kdynium.cz,345,
3545,Barntrup,Germany,KEB Automation KG,Südstr. 38,+49 5263 401 0,http://www.keb.de,32683,
3546,Barntrup,Germany,KEB Automation KG,Südstr. 38,+49 5263 401 0,http://www.keb.de,32683,
3547,Foshan,China,"Keda Clean Energy Co., Ltd.Co., Ltd.","No.1 Huanzheng Xi Road GuanglongIndustrial Park Chencun,Shunde District",+86 757 23312999,http://www.kedachina.com.cn,528313,
3548,Yueqing,China,"Zhejiang Kedu ElectricManufacturing Co., Ltd.",Puqi Industrial Zone Hongqiao,+86 577 62388666,http://www.kedu.cn,325608,
3549,Yixing,China,"Keeprecision Thermal InsulationMaterials Co.,Ltd",Yixing Ceramics Industry ParkNo.16 Chuanbu RoadDingshu Town,+86 510 87180808,http://www.jing-jing.cn,214221,
3550,Bayreuth,Germany,K'electric GmbH,Carl-Benz-Str. 7,+49 921 1512678 0,http://www.k-electric-gmbh.de,95448,
3551,Jestetten,Germany,KELLER Gesellschaft fürDruckmesstechnik mbH,Schwarzwaldstr. 17,+49 7745 9214 0,http://www.keller-druck.com,79798,
3552,Wolfwil,Switzerland,Keller A.B.M. GmbH,Murgenthalerstr. 46,+41 32 6454 237,http://www.keller-abm.ch,4628,
3553,Gersfeld,Germany,Gebrüder Kempf GmbH,Moorstr. 4,+49 6654 9611 0,http://www.kempf-gelenkwellen.de,36129,
3554,Bangalore,India,KEMS Forgings Ltd.,"No. 100, 2nd Floor, Donna Bas TowerRailway Parallel RoadKumar Park West",+91 80 23082600,http://www.kemsltd.com,,
3555,Malente,Germany,Kendrion Kuhnke Automation GmbH,Lütjenburger Str. 101,+49 4523 402 0,http://www.kuhnke.kendrion.com,23714,
3556,"Kent,",United States of America,Kent State UniversityCollege of Applied EngineeringSustainability & Technology,1400 Lefton Esplanade,+1 216 5771235,http://www.kent.edu/caest/research-labs-facilities,,
3557,Firenze,Italy,Kentstrapper Srl,Via A.pollaiolo 130,+39 055 4476656,http://www.kentstrapper.com,50142,
3558,"Portland,",United States of America,Kepware Technologies Inc.,4th Floor400 Congress St.,+1 207 7751660,http://www.kepware.com,,
3559,Schleusingen,Germany,KERN Technik GmbH & Co. KG,Fischbacher Str. 17,+49 36841 21 0,http://www.kern-technik.de,98553,
3560,Willich,Germany,Kettentechnik Roeder GmbH,Daimlerstr. 10,+49 2154 9451 0,http://www.kettentechnik-roeder.de,47877,
3561,Eslohe,Germany,KettenWulf Betriebs GmbH,Zum Hohenstein 15,+49 2973 801 0,http://www.kettenwulf.com,59889,
3562,Neu-Isenburg,Germany,KEYENCE Deutschland GmbH,Siemensstr. 1,+49 6102 3689 0,http://www.keyence.de,63263,
3563,Hong,Hong Kong,KFM Kingdom Holdings Limited,"Workshop C, 31/F., TML Tower3 Hoi Shing Road, Tsuen Wan",+852 2614 7138,http://www.kingdom.com.hk,SAR,
3564,New,India,KG Bearing Pvt. Ltd.,5200 Top Floor Gawari MarketG.B. Road,+91 9910701767,http://www.kgbearing.com,,
3565,DUBAI,United Arab Emirates,KG International FZCO,JEBEL ALI FREE ZONESTREET N402,+971 4 8815547,http://www.kginternational.com,17122,
3566,Abu,United Arab Emirates,Khalifa Industrial ZoneAbu Dhabi (Kizad),"Abu Dhabi Ports Comp. HQ, 3rd Fl.P.O. Box 54477Taweelah",+971 2 5109300,http://www.kizad.com,,
3567,Düsseldorf,Germany,Kiepe Electric GmbH,Kiepe-Platz 1,+49 211 7497 0,http://www.kiepe-elektrik.com,40599,
3568,Samut,Thailand,Kijcharoen Engineering ElectricCo. Ltd.,"61 Moo 8, Soi Wiroonrat, Setthakit Road,Kratumban",+66 2 8085000,http://www.kjl-engineering.com,74110,
3569,Chemnitz,Germany,Kilovolt Prueftechnik Chemnitz GmbH,Annaberger Str. 73,+49 371 53032 10,http://www.kilovolt.biz,9111,
3570,Karlsruhe,Germany,Kinemic GmbH,Tauberstr. 19,+49 721 60846303,http://www.kinemic.de,76199,
3571,JD,Netherlands,Kinergizer BV,Molengraaffsingel 12,+31 655 727910,http://www.kinergizer.com,2629,
3572,München,Germany,Kinexon Industries GmbH,Schellingstr. 35,+49 89 46134300,http://www.kinexon.com,80799,
3573,Shenzhen,China,"Kingnen Technology Co., Ltd.",F4. 8-6CTianAn Cyber ParkFutian,+86 755 83418941,http://www.kingnen.com,518040,
3574,Suzhou,China,Kingrun Technology Holdings Ltd.,"Rm B403, Gopha Building,328 Chongwen RoadLake Street, Industrial Park",+86 512 65160796,http://www.kingrun-th.com,215000,
3575,Shenzhen,China,"Kingship Machinery & ElectronicCo., Ltd","Building 111 Futing Industrial ParkZhucun, Guanlan",+86 755 29810068,http://www.sksme.com,518110,
3576,Ochsenfurt,Germany,Kinkele GmbH & Co. KG,Rudolf-Diesel-Str. 1,+49 9331 909 0,http://www.kinkele.de,97199,
3577,New,Taiwan,"Kinpo Electronics, Inc.","No. 147 Sec. 3, Beishen Road,Shenkeng Dist.",+886 2 77058001,http://www.newkinpogroup.com,22201,
3578,Taoyuan,Taiwan,KINSUN INDUSTRIES INC.,No. 32 Guanye East RoadPingjhen City,+886 3 4589558,http://www.kinsun.com,324,
3579,Sulz,Germany,Heinrich Kipp Werk KG,Heubergstraße 2,+49 7454 793-0,http://www.kipp.com,72172,
3580,Bubikon,Switzerland,KISSsoft AG,Rosengartenstrasse 4,+41 55 25420 50,http://www.kisssoft.ag,8608,
3581,Eggenstein-Leopoldshafen,Germany,Karlsruher Institut für TechnologieInstitut für Technische Physik (ITEP),Hermann-von-Helmholtz-Platz 1,+49 721 608 0,http://www.itep.kit.edu,76344,
3582,New,Taiwan,"Kita Sensor Tech. Co., Ltd.",No.20 Wucyuan 8th Rd.Wugu Dist.,+886 2 22993794,http://www.kita.com.tw,24891,
3583,Reichertshausen,Germany,Kittmann Technische ProdukteInh.: Dipl.-Math. Roland Kittmann,Talstr. 14,+49 8137 7043,http://www.technische-produkte-automotive.de,85293,
3584,Busan,"Korea, Republic of","Kiwon Solutec Co., Ltd.","Gwahaksandan 1-ro 103beon-gil, 47Gangseo-gu",+82 51 9979600,http://www.kiwon.kr,46742,
3585,Finsterwalde,Germany,Kjellberg-Stiftung,Schloßstr. 6c,+49 3531 501955,http://www.kjellberg.de,3238,
3586,Klaipeda,Lithuania,Klaipeda University,Herkus Mantas 84,+370 46 398906,http://www.ku.lt,92294,
3587,Denkendorf,Germany,Klasing Kabel GmbH,Germanenstr. 1,+49 8466 188 0,http://www.klasing-kabel.com,85095,
3588,Remscheid,Germany,Gustav Klauke GmbH,Auf dem Knapp 46,+49 2191 907 0,http://www.klauke.textron.com,42855,
3589,Gera,Germany,KLEFLER Sandstrahl- &DrucklufttechnikInh. Karl-Heinz Klefler,Zwötzener Straße 6-8,+49 365 7301540,http://www.klefler.de,7551,
3590,Schongau,Germany,Gustav Klein GmbH & Co. KG,Im Forchet 3,+49 8861 209 0,http://www.gustav-klein.com,86956,
3591,Hilden,Germany,Kleinbongartz & Kaiser oHG,Heinrich-Hertz-Str. 5,+49 2103 9754 300,http://www.kukko.com,40721,
3592,Pforzheim,Germany,Kleiner GmbH,Göppinger Str. 2-4,+49 7231 60720,http://www.kleiner-gmbh.de,75179,
3593,Bücken,Germany,KLG Kroner Logistik GmbH & Co. KG,Duddenhausen 6,+49 4251 9289530,http://www.klg-kroner-logistik.de,27333,
3594,Gelsenkirchen,Germany,Expo FortschrittsmotorKlimaschutz GmbH,Munscheidstr. 14,+49 209 408599 0,http://www.klimaexpo-nrw.de,45886,
3595,Hannover,Germany,Klimaschutz- und EnergieagenturNiedersachsen GmbH,Osterstr. 60,+49 511 897039 0,http://www.klimaschutz-niedersachsen.de,30159,
3596,Hannover,Germany,KlimaschutzagenturRegion Hannover GmbH,Goethestr. 19,+49 511 22022 0,http://www.klimaschutz-hannover.de,30169,
3597,Bielefeld,Germany,Anton Klocke AntriebstechnikGmbH,Senner Straße 151,+49 521 9500 501,http://www.klocke-antrieb.de,33659,
3598,Fridingen,Germany,Klöckner DESMAElastomertechnik GmbH,An der Bära,+49 7463 834 0,http://www.desma.biz,78567,
3599,Mulda,Germany,KLÜBER Industrie GmbH,Hauptstr. 26,+49 37320 87520,http://www.klueber-industrie.de,9619,
3600,Vorchdorf,Austria,kmb Metalltechnik GmbH,Feldhamer Str. 39,+43 7614 7785 0,http://www.kmb-technik.at,4655,
3601,6,Czech Republic,"KMB Systems, s.r.o.",Tr. Dr. Milady Horakove 559,+420 485130314,http://www.kmb.cz,460,
3602,Kauno,Lithuania,UAB KMT,Erdves G. 80,+370 37 377138,http://www.palfinger.lt,52114,
3603,Beckum,Germany,Knapheide GmbH,Daimlerring 1,+49 2521 158 0,http://www.knapheide.de,59269,
3604,Karlsruhe,Germany,KNIEL System-Electronic GmbH,Kurzheckweg 8,+49 721 9592 0,http://www.kniel.de,76187,
3605,Wuppertal,Germany,KNIPEX-Werk C. Gustav Putsch KG,Oberkamper Str. 13,+49 202 4794 0,http://www.knipex.de,42349,
3606,0,Czech Republic,KNOMI spol s.r.o.,Prasná 10,+420 483389336,http://www.knomi.cz,149,
3607,Dippoldiswalde,Germany,Knorr Präzisionsteile GmbH,Industriering 15,+49 3504 6449 0,http://www.knorr-praezisionsteile.de,1744,
3608,Berlin,Germany,Knorr-Bremse Powertech GmbH,Am Borsigturm 100,+49 30 297725 0,http://www.kb-powertech.com,13507,
3609,Shinagawa-ku,Japan,"Kobe Steel, Ltd.",ON Building9-12 Kita-shinagawa 5-chome,+81 3 5739 6000,http://www.kobelco.co.jp/english/,,
3610,Hofheim,Germany,KOBOLD Messring GmbH,Nordring 22-24,+49 6192 299 0,http://www.kobold.com,65719,
3611,Selcuklu,Turkey,Kocak Metalurji Makina San.ve Tic. Ltd. Sti.,Büyük Kayacik Mah. Kuddisi Cad. NO: 22/1,+90 332 2392111,http://www.kocakdokum.com,42050,
3612,Ubstadt-Weiher,Germany,Michael Koch GmbH,Zum Grenzgraben 28,+49 7251 9626 20,http://www.bremsenergie.de,76698,
3613,Dauchingen,Germany,KOCO MOTION GmbH,Niedereschacher Str. 54,+49 7720 995858 0,http://www.kocomotion.de,78083,
3614,Wuppertal,Germany,KÖBO-DONGHUA GmbH & Co. KG,Hatzfelder Str. 115,+49 202 7093 0,http://www.koebo.com,42281,
3615,Wecker,Luxembourg,KÖHL s.a.r.l.,17 Am Scheerleck,+352 71 9971 0,http://www.koehl-sarl.eu,6868,
3616,Wecker,Luxembourg,Köhl Maschinenbau AG,17 Am Scheerleck,+352 27 6827 0,http://www.koehl-mb.eu,6868,
3617,Seocho-gu,"Korea, Republic of",Korea Electrical ManufacturersAssociation (KOEMA),"KOEMA Bldg.Bangbae-ro, 10-gil, 10-3",+82 2 5818601,http://www.koema.or.kr,6704,
3618,Lauf,Germany,koenig-pa GmbH,Im Talesgrund 9a,+49 9123 789764,http://www.koenig-pa.de,91207,
3619,Lohe-Rickelshof,Germany,Friedrich Köster GmbH & Co. KGMaschinenfabrik und Gießerei,Friedrichswerk 1-7,+49 481 797 0,http://www.koester-heide.com,25746,
3620,Chang,Taiwan,KOK International Business Corp.,"No. 529 Chang Lu Rd., Sec.7,Fushin Hsiang",+886 4 7772366,http://www.kokinternational.com,50661,
3621,Bangalore,India,Kokila Engineering Enterprises,No. 56 7th MainPeenya Industrial Area,+91 80 41492966,http://www.kokilaindoeu.com,,
3622,Ratingen,Germany,KOLLMORGEN Europe GmbH,Pempelfurtstraße 1,+49 2102 9394 0,http://www.kollmorgen.com/deu,40880,
3623,Changwon-si,"Korea, Republic of","Koman Hydraulic Co., Ltd.",Jukjeon-ro 40beon-gil 38Uichang-gu,+82 55 2926838,http://www.komanrubber.com,51399,
3624,Kaiserslautern,Germany,Institut für VerbundwerkstoffeGmbH,Erwin-Schrödinger-Str. 58,+49 631 2017 0,http://www.kom-k-tec.de,67663,
3625,Bielefeld,Germany,Komm Mach' MINTNationaler Pakt für Frauenin MINT-Berufen,Am Stadtholz 24,+49 521 1067350,http://www.komm-mach-mint.de,33609,
3626,Bürgel,Germany,KOMOS GmbHKomponenten Module Systeme,Bahnhofstr. 2,+49 36692 490 0,http://www.komos.de,7616,
3627,Braunschweig,Germany,Kompetenznetz IndustriellePlasma-Oberflächentechnik e.V.(Inplas),Bienroder Weg 54 E,+49 531 2155 500,http://www.inplas.de,38108,
3628,Köln,Germany,Kompetenznetzwerk Umweltwirtschaft NRW,Graeffstr. 5,+49 221 57402 0,http://www.knuw.nrw,50823,
3629,Bielefeld,Germany,KompetenzzentrumTechnik-Diversity-Chancengleichheit e.V.,Am Stadtholz 24,+49 521 1067322,http://www.kompetenzz.de,33609,
3630,Arlesheim,Switzerland,uptownBASEL AGKompetenzzentrum Industrie 4.0,Aliothstrasse 63,+41 61 7168888,http://www.uptownbasel.ch,4144,
3631,Bielefeld,Germany,Kompetenzzentrum Technik-Diversity-Chancengleichheit e.V.,Am Stadtholz 24,+49 521 106 7322,http://www.komm-mach-mint.de,33609,
3632,Zagreb,Croatia,KONCAR d.d.,Fallerovo setaliste 22,+385 1 3655 974,http://www.koncar.hr,10000,
3633,Gebze,Turkey,Kondas Kondansatör San. ve Tic. A.S.,Cumhuriyet Mah. Istanbul Cad. No:11Cayirova,+90 262 7441075,http://www.kondas.net,41400,
3634,Taichung,Taiwan,"Kong Jih Valve Ind. Co., Ltd.","No.13, Gong 6th Road,Dajia District,",+886 4 26813379,http://www.ksvalve.com,43768,
3635,Chiyoda-ku,Japan,"Konica Minolta, Inc.",JP Tower2-7-2 Marunouchi,+81 36 2502101,http://www.Konicaminolta.com,,
3636,NJ,Netherlands,Koninklijke Metaalunie,Einsteinbaan 1,+31 30 6053344,http://www.metaalunie.nl,3439,
3637,NJ,Netherlands,Koninklijke Metaalunie,Einsteinbaan 1,+31 30 6053344,http://www.metaalunie.nl,3439,
3638,AN,Netherlands,Koninklijke Saan BV,Weesperstraat 78-82,+31 20 6606060,http://www.saan.nl,1112,
3639,Leinfelden-Echterdingen,Germany,Konradin-VerlagRobert Kohlhammer GmbH,Ernst-Mey-Str. 8,+49 711 7594 0,http://www.konradin.de,70771,
3640,Karlsruhe,Germany,Karlsruher Institut fürTechnologie (KIT)Institut für ProduktentwicklungIPEK,Kaiserstr. 10,+49 721 60842371,http://www.ipek.kit.edu,76131,
3641,Engelsbrand,Germany,KORAS GmbH,Hauptstr. 66,+49 7082 7928300,http://www.koras-pmr.de,75331,
3642,Seoul,"Korea, Republic of",Korea Association of MachineryIndustry (KOAMI),"KOAMI Bldg., 9th Fl.Eunhaeng-Ro 37Yeongdeungpo-gu",+82 2 3697907,http://www.koami.or.kr,7238,
3643,Gimpo-Si,"Korea, Republic of","Korea Coupling Co., Ltd.","Songmaro, Daegod-Myeon 91-22",+82 31 9811926,http://www.koreacoupling.co.kr,10027,
3644,Naju-si,"Korea, Republic of",Korea Electric Power Corporation,Jeollyeok-ro 55,+82 61 3453114,http://www.kepco.co.kr,58217,
3645,Ansan-si,"Korea, Republic of","Korea Hoist Co., Ltd.",MTV-4-Ro 42Danwon-Gu,+82 31 431 6030,http://www.koreahoist.co.kr,15658,
3646,Yeongcheon-Si,"Korea, Republic of","Korea Pneumatic Co., Ltd.","190-3, Guji-Ri, Daechang-Myeon,",+82 54 3311810,http://www.koreapneu.com,38911,
3647,Seoul,"Korea, Republic of",KOTRA - Korea TradeInvestment Promotion Agency,"4th F, Kotra BuildingHeolleung-Ro 13",+82 2 3460 7119,http://www.kotra.or.kr,6792,
3648,Seoul,"Korea, Republic of",KOTRA - Korea TradeInvestment Promotion Agency,"4th F, Kotra BuildingHeolleung-Ro 13",+82 2 3460 7119,http://www.kotra.or.kr,6792,
3649,Seoul,"Korea, Republic of",KOTRA - Korea TradeInvestment Promotion Agency,"4th F, Kotra BuildingHeolleung-Ro 13",+82 2 3460 7119,http://www.kotra.or.kr,6792,
3650,MA,Netherlands,KORS N.V.,Aalsvoort 5,+31 573 288288,http://www.kors.nl,7241,
3651,Dortmund,Germany,IngenieurbüroDipl.-Ing. Wolfgang Brose,c/o Tiefe Mark 47a,+49 231 483531,http://www.ko-sim.de,44287,
3652,Kostrzyn,Poland,Kostrzynsko-Slubicka SpecjalnaStrefa Ekonomiczna S.A.,ul. Orla Bialego 22,+48 95 7219800,http://www.kssse.pl/en/,66-470,
3653,Kouvola,Finland,Kouvola Innovation Oy,Paraatikenttä 4,+358 20 6152710,http://www.kinno.fi,45100,
3654,Vitanje,Slovenia,KOVINAR d.o.o.,Kovaska cesta 12,+386 37 5746 10,http://www.kovinar-vitanje.si,3205,
3655,42,Czech Republic,KOVOLIT a.s.,Nadrazni 344,+420 532 157222,http://www.kovolit.cz,664,
3656,2,Czech Republic,"KOVOSVIT MAS, a.s.",Namesti Tomase Bati 419,+420 0381 632217,http://www.kovosvit.cz,391,
3657,Kovrov,Russian Federation,Kovrov Electromechanical Plant OAO,Krupskoy Str. 55,+7 49232 93125,http://www.kemz.org,601919,
3658,Hong,Hong Kong,"Kowloon International IndustriesCo., Ltd (HK)","Flat A, 6/f., Goldfield Ind. Bldg.144-150 Tai Lin Pai RoadKwai Chung",+852 2 6190003,http://www.kcindustries.com.cn,SAR,
3659,Wehr,Germany,KOWNATZKI Premium Gears GmbH,Weckstr. 19,+49 7761 9288 0,http://www.kownatzki.de,79664,
3660,Wehr,Germany,Kownatzki TechnologyInh. Michael Kownatzki,Gottfried-Keller-Str. 1,+49 17619288220,http://www.kownatzki-technology.com,79664,
3661,Nam-gu,"Korea, Republic of","KP Electric Co., Ltd.",Bangchuck-ro 328,+82 31 3532121,http://www.kpelec.com,22121,
3662,1,Czech Republic,KPB INTRA s.r.o.,Zdanska 477,+420 517380388,http://www.kpbintra.cz,685,
3663,Bielefeld,Germany,KPIT Solutions GmbH,Eastend TowerDetmolder Str. 235,+49 521 305665 0,http://www.hd-solutions.de,33605,
3664,Werdohl,Germany,KRACHT GmbH,Gewerbestr. 20,+49 2392 935 0,http://www.kracht.eu,58791,
3665,Rietberg,Germany,G. Kraft Maschinenbau GmbH,Speckenstr. 6,+49 2944 804 0,http://www.kraft-maschinenbau.de,33397,
3666,Hannover,Germany,KraftWerkKraft-Wärme-Kopplung GmbH,Zur Bettfedernfabrik 1,+49 511 262997 0,http://www.kwk.info,30451,
3667,Lustenau,Austria,KRAL AG,Bildgasse 40Industrie Nord,+43 5577 86644 0,http://www.kral.at,6890,
3668,Offenburg,Germany,Kratzer GmbH & Co. KG,Marlener Str. 19,+49 781 624 0,http://www.kratzer.de,77656,
3669,Bielefeld,Germany,Krause DiMaTec GmbH,Paul-Schwarze-Str. 5,+49 521 459906,http://www.krause-dimatec.de,33649,
3670,Bielefeld,Germany,Krause-Biagosch GmbH,Paul-Schwarze-Str. 5,+49 521 4599 01,http://www.krause.de,33649,
3671,Alsfeld,Germany,KRAUSE-Werk GmbH & Co. KG,Am Kreuzweg 3,+49 6631 795 0,http://www.krause-system.com,36304,
3672,Eltville,Germany,Krautzberger GmbH,Stockbornstr. 13,+49 6123 698 0,http://www.krautzberger.com,65343,
3673,Gescher,Germany,Kremer Machine Systems GmbH,Marie-Curie-Straße 18,+49 2542 91790 0,http://www.kremer-machine-systems.com,48712,
3674,Kazanlak,Bulgaria,Kres-D Ltd.,quarter Letishteto 74,+359 431 63209,http://www.kres-d.com,6100,
3675,Riga,Latvia,SIA KRONUS,Rencenu Iela 6BDaugulu iela 19,+371 675 15952,http://www.kronus.eu,1073,
3676,Dresden,Germany,Krüger-Werke GmbH,Dresdner Str. 12a,+49 351 79902 200,http://www.Krueger-Werke.de,1156,
3677,Hamburg,Germany,Krüss GmbHWissenschaftliche Laborgeräte,Borsteler Chaussee 85,+49 40 514401 0,http://www.kruss.de,22453,
3678,Karlsruhe,Germany,Krumedia GmbH,Rommelstr. 1,+49 721 6634966,http://www.krumedia.de,76227,
3679,Weyhe,Germany,Krutec SoftCon GmbH,Mittelwendung 24,+49 4203 4378 0,http://www.krutec.de,28844,
3680,Hsien,Taiwan,K.S. Terminals Inc.,"No. 8 East 3rd Rd.,Chang Pin Ind. Park, Chang Hwa,",+886 4 7582765,http://www.ksterminals.com.tw,50741,
3681,Frankenthal,Germany,KSB Aktiengesellschaft,Johann-Klein-Str. 9,+49 6233 86 0,http://www.ksb.com,67227,
3682,Willich,Germany,KSI Filtertechnik GmbH,Siemensring 54-56,+49 2154 89108 0,http://www.ksi.eu,47877,
3683,Berlin,Germany,KST Kraftwerks- u. SpezialteileGmbH,Pankow ParkHertzstr. 75,+49 30 91772620,http://www.kst-berlin.de,13158,
3684,Busan,"Korea, Republic of","KST Plant Co., Ltd","Sandan 1-ro Jeonggwan-eup 98-20Gijang-gun,",+82 51 7275045,http://www.kstplant.com,46027,
3685,Guiyang,China,"K-SUN Co., Ltd.",No. 149 Gong Yuan Bei Lu,+86 851 85282040,NaN,550002,
3686,Creazzo,Italy,KTC S.r.l.,Via Palazzon n. 70,+39 0444 551759,http://www.ktc-air.com,36051,
3687,Dongguan,China,"K-Tek Machining Co., Ltd.","Xinhua Road, Xinhe, Wanjiang",+86 769 88459538,http://www.k-tekmachining.com,523000,
3688,New,Taiwan,KTI-Katron Technologies Inc.,"NO.79 Sec.01, Hsin Tai Wu Road",+886 2 26983878,http://www.ktinet.com.tw,22101,
3689,Rheine,Germany,KTR Systems GmbH,Carl-Zeiss-Str. 25,+49 5971 798 0,http://www.ktr.com,48432,
3690,Dömitz,Germany,Kucharczyk GmbH & Co. KG,Roggenfelder Str. 9c,+49 38758 333 0,http://www.kucharczyk.de,19303,
3691,Villingen-Schwenningen,Germany,Fritz Kübler GmbH,Schubertstr. 47,+49 7720 3903 0,http://www.kuebler.com,78054,
3692,Villingen-Schwenningen,Germany,Fritz Kübler GmbH,Schubertstr. 47,+49 7720 3903 0,http://www.kuebler.com,78054,
3693,Wiener,Austria,KÜHR Ges.m.b.H.,Obj. 35Industriezentrum Nö-Süd Str. 3,+43 2236 61168 0,http://www.kuehr.com,2351,
3694,Rheine,Germany,F.A. Kümpers GmbH & Co. KG,Basilikastr. 22-30,+49 5971 861 0,http://www.kuempers.de,48429,
3695,Kehl,Germany,Künemund GmbH,Max-Planck-Str. 6,+49 7851 8702 0,http://www.kuenemund.com,77694,
3696,Stuttgart,Germany,Künemund GmbH & Co. KG,Schockenriedstr. 46a,+49 711 72587 0,http://www.kuenemund.net,70565,
3697,Tönisvorst,Germany,Künemund Dichtungstechnik GmbH,Lenenweg 8,+49 2151 93107 0,http://www.kwhag.com,47918,
3698,Düsseldorf,Germany,Künemund Düsseldorf GmbH,Bonner Str. 373,+49 211 879644 0,http://www.kuenemund.de,40589,
3699,Teutschenthal,Germany,Künemund Wälzlager Halle GmbH,An der Schnellbahn 2,+49 345 4446666,http://www.kuenemund.de,6179,
3700,Nürnberg,Germany,Künemund Wälzlager Nürnberg GmbH,Am Flachmoor 8,+49 9128 91181 0,http://www.kuenemund.de,90475,
3701,Leipzig,Germany,Kugel- und Rollenlagerwerk LeipzigGmbH,Gutenbergstr. 6,+49 341 45320 0,http://www.krw.de,4178,
3702,Le,Switzerland,Kugler BIMETALl S.A.,Chemin du Chateau Bloch 17,+41 22 9793939,http://www.bimetal.ch,1219,
3703,Augsburg,Germany,KUKA AG,Zugspitzstr. 140,+49 821 797 50,http://www.kuka.com,86165,
3704,Augsburg,Germany,KUKA AG,Zugspitzstr. 140,+49 821 797 50,http://www.kuka.com,86165,
3705,Augsburg,Germany,KUKA Industries GmbH,Blücherstr. 144,+49 821 797 0,http://www.kuka.com,86165,
3706,Obernburg,Germany,KUKA Industries GmbH & Co. KG,Walter-Reis-Str. 1,+49 6022 503 0,http://www.kuka-industries.com,63785,
3707,Augsburg,Germany,KUKA Roboter GmbH,Zugspitzstr. 140,+49 821 797 4000,http://www.kuka.com,86165,
3708,Augsburg,Germany,KUKA Systems GmbH,Blücherstr. 144,+49 821 797 0,http://www.kuka-systems.com,86165,
3709,Markdorf,Germany,KUMAVISION AG,Oberfischbach 3,+49 7544 966 300,http://www.kumavision.de,88677,
3710,Ötisheim,Germany,Kummer GmbH + Co. KG,Enzberger Str. 26,+49 7041 9580 0,http://www.kummer-gmbh.de,75443,
3711,Jamnaga,India,Kunal Connectronics,"Prabhu Bhuvan, 3, Patel ColonyRoad No. 4",+91 288 2753971,http://www.kunalconnectronics.com,,
3712,Denkendorf,Germany,KUNBUS GmbH,Heerweg 15 c,+49 711 30020 678,http://www.kunbus.de,73770,
3713,Kunshan,China,"Kunshan Banyuan StampingTechnology Co.,Ltd.",No.668 Zhongxinhe RoadPenglang Town,No tel_number,http://www.banyuanks.com,215333,
3714,Kunshan,China,"Kunshan Dersun PrecisionMould Co., Ltd.",9 Youde Rd,+86 512 55196882,http://www.ksdersun.com,215316,
3715,Kunshan,China,"Kunshan Spring Metal MaterialCo., Ltd.","No.858 Nijiabang RdZhoushi Town,",+86 512 57689568,http://www.china-springshot.com,215300,
3716,Lüdenscheid,Germany,Kunststoff-Institutfür die mittelständischeWirtschaft NRW GmbH,Karolinenstr. 8,+49 2351 1064 191,http://www.kunststoff-institut.de,58507,
3717,Küps,Germany,Kunststofftechnik ROSGmbH & Co. KG,Industriestr. 14,+49 9264 9914 0,http://www.ros-kt.de,96328,
3718,Wolfhagen,Germany,Kuntschar und Schlüter GmbH,Unterm Dorfe 8,+49 5692 9880 0,http://www.kuntschar-schlueter.de,34466,
3719,Arnavutköy,Turkey,Kurtman Endüstriyel Ürünler Imalatve Tic. A.S.,"Hadimköy Mah., Atatürk San. Bolg.Mustafa Inan Cad. No:15",+90 212 7713403,http://www.kurtman.com.tr,34860,
3720,Hasloch,Germany,Kurtz EisengussGmbH & Co. KG,Eisenhammer,+49 9342 805 116,http://www.kurtzersa.de,97907,
3721,Sulkowice,Poland,Kuznia Sulkowice S.A.,ul. 1 Maja 70,+48 12 3728707,http://www.kuznia-sulkowice.pl,32-440,
3722,Gemlik,Turkey,KUZU FLEX Metal San. ve Tic. A.S.,Ata Mah. Serb. Bölge. Gelincik Cad. No:1,+90 224 5247100,http://www.kuzuflex.com,16600,
3723,Düsseldorf,Germany,EnergieAgentur.NRW GmbH,Roßstr. 92,+49 211 86642 277,http://www.kwk-fuer-nrw.de,40476,
3724,Dzhebel,Bulgaria,Kyashif EOOD,Yaldaram Str. 1,+359 3632 2126,http://www.kyashif.com,6850,
3725,Dubai,United Arab Emirates,Gulf Worldwide Bearings FZE,"P.O. Box 261626Plot S 20408, Jebel Ali Free Zone,",+971 4 8866199,http://www.gwbrg.com,,
